"Country or Area","Year","Sex","Classification","Subclassification","Coverage","Scope","Source","SourceID","Value","Value Footnotes"
"Costa Rica","2000","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 5","97042","27"
"Costa Rica","1999","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 5","95235.4","27"
"Costa Rica","1999","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 5","100530.4","27"
"Costa Rica","1999","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 5","84933.6","27"
"Costa Rica","1998","Total men and women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 5","86161","27"
"Costa Rica","1998","Men","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 5","89794","27"
"Costa Rica","1998","Women","ISIC-Rev.3","Total.","Total coverage","Earnings per month","Labour force survey","# 5","78949","27"
"Costa Rica","1997","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","75687","27"
"Costa Rica","1997","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","77307","27"
"Costa Rica","1997","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","72399","27"
"Costa Rica","1996","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","66228","27"
"Costa Rica","1996","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","68807","27"
"Costa Rica","1996","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","60739","27"
"Costa Rica","1995","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","56907","27"
"Costa Rica","1995","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","59809","27"
"Costa Rica","1995","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","50837","27"
"Costa Rica","1994","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","47119","27"
"Costa Rica","1994","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","49247","27"
"Costa Rica","1994","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","42435","27"
"Costa Rica","1993","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","40020","27"
"Costa Rica","1993","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","41304","27"
"Costa Rica","1993","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","37242","27"
"Costa Rica","1992","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","33070","27"
"Costa Rica","1992","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","34583","27"
"Costa Rica","1992","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","29848","27"
"Costa Rica","1991","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","26079","27"
"Costa Rica","1991","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","27124","27"
"Costa Rica","1991","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","23843","27"
"Costa Rica","1990","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","21233","27"
"Costa Rica","1990","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","22470","27"
"Costa Rica","1990","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","18508","27"
"Costa Rica","1989","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","17532","27"
"Costa Rica","1989","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","18331","27"
"Costa Rica","1989","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","15789","27"
"Costa Rica","1988","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","14965","27"
"Costa Rica","1988","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","15686","27"
"Costa Rica","1988","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","13371","27"
"Costa Rica","1987","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","12906","27,28"
"Costa Rica","1987","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","13668","27,28"
"Costa Rica","1987","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour force survey","# 0","11225","27,28"
"Croatia","2007","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","6995","29"
"Croatia","2007","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","7344","29"
"Croatia","2007","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","6549","29"
"Croatia","2006","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","6575","29"
"Croatia","2006","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","6909","29"
"Croatia","2006","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","6149","29"
"Croatia","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","6191.67","29"
"Croatia","2005","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","6492.36","29"
"Croatia","2005","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","5806.025","29"
"Croatia","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","5916","29"
"Croatia","2004","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","6206","29"
"Croatia","2004","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","5540","29"
"Croatia","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","5599","29"
"Croatia","2003","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","5868","29"
"Croatia","2003","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","5251","29"
"Croatia","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","5366","29"
"Croatia","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","5061","29"
"Croatia","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","4869","29"
"Croatia","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","4551","29"
"Croatia","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","4131","29"
"Croatia","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","3668","29"
"Croatia","1996","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","2033","30"
"Croatia","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","3243","29"
"Croatia","1995","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","1818","30"
"Croatia","1994","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","1247","30"
"Croatia","1993","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","526","30,31"
"Croatia","1992","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","33340","30"
"Croatia","1991","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","8045","30"
"Croatia","1990","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","4786","30"
"Croatia","1989","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","823","30"
"Croatia","1988","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","51.4","30"
"Croatia","1987","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","18.6","30"
"Croatia","1986","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","9.8","30"
"Croatia","1985","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","4.5","30"
"Croatia","1984","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","2.6","30"
"Croatia","1983","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","1.8","30"
"Croatia","1982","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","1.5","30"
"Croatia","1981","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","1.2","30"
"Cuba","2006","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Administrative reports","# 0","387","32"
"Cuba","2005","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Administrative reports","# 0","330","32"
"Cuba","2004","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Administrative reports","# 0","284","32"
"Cuba","2003","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Administrative reports","# 0","273","32"
"Cuba","2002","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Administrative reports","# 0","261","32"
"Cuba","2001","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Administrative reports","# 0","252","32"
"Cuba","2000","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Administrative reports","# 0","238","32,33"
"Cuba","1999","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Administrative reports","# 0","222","32"
"Cuba","1998","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Administrative reports","# 0","207","32"
"Cuba","1997","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Administrative reports","# 0","206","32"
"Cyprus","2006","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","6.83","34,35,36"
"Cyprus","2006","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","5.29","34,35,36"
"Cyprus","2006","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","211.61","34,35,36"
"Cyprus","2006","Total men and women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1227.06","34,35,36"
"Cyprus","2006","Men","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1403.74","34,35,36"
"Cyprus","2006","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","227.33","34,35,36"
"Cyprus","2006","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","5.64","34,35,36"
"Cyprus","2006","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","7.53","34,35,36"
"Cyprus","2006","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","5.91","34,35,36"
"Cyprus","2006","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","3.76","34,35,36"
"Cyprus","2006","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","142.83","34,35,36"
"Cyprus","2006","Women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1034.73","34,35,36"
"Cyprus","2005","Total men and women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1183.44","34,35,36"
"Cyprus","2005","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","196.58","34,35,36"
"Cyprus","2005","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","4.87","34,35,36"
"Cyprus","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","6.5","34,35,36"
"Cyprus","2005","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","7.24","34,35,36"
"Cyprus","2005","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","5.4","34,35,36"
"Cyprus","2005","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","218.85","34,35,36"
"Cyprus","2005","Men","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1359.42","34,35,36"
"Cyprus","2005","Women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1003.15","34,35,36"
"Cyprus","2005","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","131.43","34,35,36"
"Cyprus","2005","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","3.34","34,35,36"
"Cyprus","2005","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","5.6","34,35,36"
"Cyprus","2004","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","4.63","34,35,36"
"Cyprus","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","6.25","34,35,36"
"Cyprus","2004","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","188.42","34,35,36"
"Cyprus","2004","Total men and women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1134.69","34,35,36"
"Cyprus","2004","Men","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1308.24","34,35,36"
"Cyprus","2004","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","212.26","34,35,36"
"Cyprus","2004","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","6.97","34,35,36"
"Cyprus","2004","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","5.14","34,35,36"
"Cyprus","2004","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","3.13","34,35,36"
"Cyprus","2004","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","5.36","34,35,36"
"Cyprus","2004","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","118.95","34,35,36"
"Cyprus","2004","Women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","956.87","34,35,36"
"Cyprus","2003","Total men and women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1108.29","34,35,36"
"Cyprus","2003","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","187.92","34,35,36"
"Cyprus","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","6.13","34,35,36"
"Cyprus","2003","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","4.63","34,35,36"
"Cyprus","2003","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","5.13","34,35,36"
"Cyprus","2003","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","6.84","34,35,36"
"Cyprus","2003","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","210.01","34,35,36"
"Cyprus","2003","Men","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1279.1","34,35,36"
"Cyprus","2003","Women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","933.3","34,35,36"
"Cyprus","2003","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","123.55","34,35,36"
"Cyprus","2003","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","5.25","34,35,36"
"Cyprus","2003","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","3.18","34,35,36"
"Cyprus","2002","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","4.37","34,35,36"
"Cyprus","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","5.7","34,35,36"
"Cyprus","2002","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","178.36","34,35,36"
"Cyprus","2002","Total men and women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1032.54","34,35,36"
"Cyprus","2002","Men","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1186.28","34,35,36"
"Cyprus","2002","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","198.78","34,35,36"
"Cyprus","2002","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","6.35","34,35,36"
"Cyprus","2002","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","4.85","34,35,36"
"Cyprus","2002","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","2.99","34,35,36"
"Cyprus","2002","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","4.9","34,35,36"
"Cyprus","2002","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","118.91","34,35,36"
"Cyprus","2002","Women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","875.02","34,35,36"
"Cyprus","2001","Total men and women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","998.64","34,35,36"
"Cyprus","2001","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","167.62","34,35,36"
"Cyprus","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","5.48","34,35,36"
"Cyprus","2001","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","4.11","34,35,36"
"Cyprus","2001","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","4.5","34,35,36"
"Cyprus","2001","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","6.08","34,35,36"
"Cyprus","2001","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","185.24","34,35,36"
"Cyprus","2001","Men","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1147.22","34,35,36"
"Cyprus","2001","Women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","846.41","34,35,36"
"Cyprus","2001","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","116.43","34,35,36"
"Cyprus","2001","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","4.74","34,35,36"
"Cyprus","2001","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","2.99","34,35,36"
"Cyprus","2000","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","3.87","34,35,36"
"Cyprus","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","5.16","34,35,36"
"Cyprus","2000","Total men and women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","973.97","34,35,36"
"Cyprus","2000","Men","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1090.86","34,35,36"
"Cyprus","2000","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","5.72","34,35,36"
"Cyprus","2000","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","4.34","34,35,36"
"Cyprus","2000","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","2.81","34,35,36"
"Cyprus","2000","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","4.37","34,35,36"
"Cyprus","2000","Women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","807.55","34,35,36"
"Cyprus","1999","Total men and women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","916.42","34,35,36"
"Cyprus","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","4.85","34,35,36"
"Cyprus","1999","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","3.74","34,35,36"
"Cyprus","1999","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","4.2","34,35,36"
"Cyprus","1999","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","5.41","34,35,36"
"Cyprus","1999","Men","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1027.98","34,35,36"
"Cyprus","1999","Women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","757.58","34,35,36"
"Cyprus","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","4.09","34,35,36"
"Cyprus","1999","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","2.73","34,35,36"
"Cyprus","1998","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","3.62","34,35,36"
"Cyprus","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","4.72","34,35,36"
"Cyprus","1998","Total men and women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","884.47","34,35,36"
"Cyprus","1998","Men","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","992.42","34,35,36"
"Cyprus","1998","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","5.25","34,35,36"
"Cyprus","1998","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","4.06","34,35,36"
"Cyprus","1998","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","2.62","34,35,36"
"Cyprus","1998","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","3.96","34,35,36"
"Cyprus","1998","Women","ISIC-Rev.3","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","730.79","34,35,36"
"Cyprus","1997","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","922","34,35,36"
"Cyprus","1997","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","141.64","34,35,36"
"Cyprus","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","4.56","34,35,36"
"Cyprus","1997","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","3.5","34,35,36"
"Cyprus","1997","Men","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","155.63","34,35,36"
"Cyprus","1997","Men","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","1042","34,35,36"
"Cyprus","1997","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","3.92","34,35,36"
"Cyprus","1997","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","5.04","34,35,36"
"Cyprus","1997","Women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","749","34,35,36"
"Cyprus","1997","Women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","97.04","34,35,36"
"Cyprus","1997","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","3.87","34,35,36"
"Cyprus","1997","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","2.58","34,35,36"
"Cyprus","1996","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","140.84","34,35,36"
"Cyprus","1996","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","870","34,35,36"
"Cyprus","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","4.3","34,35,36"
"Cyprus","1996","Total men and women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","3.25","34,35,36"
"Cyprus","1996","Men","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","988","34,35,36"
"Cyprus","1996","Men","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","158.49","34,35,36"
"Cyprus","1996","Men","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","3.63","34,35,36"
"Cyprus","1996","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","4.79","34,35,36"
"Cyprus","1996","Women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","96.68","34,35,36"
"Cyprus","1996","Women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","701","34,35,36"
"Cyprus","1996","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 0","3.61","34,35,36"
"Cyprus","1996","Women","ISIC-Rev.3","Total.","Wage earners","Earnings per hour","Labour-related establishment survey","# 0","2.4","34,35,36"
"Cyprus","1995","Total men and women","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","829","34,35,36"
"Cyprus","1995","Total men and women","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","126.03","34,35,36"
"Cyprus","1995","Men","ISIC-Rev.2","Total.","Wage earners","Earnings per week","Labour-related establishment survey","# 0","142.99","34,35,36"
"Cyprus","1995","Men","ISIC-Rev.2","Total.","Salaried employees","Earnings per month","Labour-related establishment survey","# 0","944","34,35,36"
