"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2004","2004",2668,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2005","2005",2871,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2006","2006",2863,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2007","2007",3409,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2008","2008",2480,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2009","2009",2098,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2010","2010",2291,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2011","2011",2382,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2012","2012",2198,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2013","2013",1073,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2014","2014",1053,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2015","2015",948,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","OMN","Oman","2007","2007",,"n","Magnitude nil or negligible"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","OMN","Oman","2009","2009",,"n","Magnitude nil or negligible"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","OMN","Oman","2010","2010",,"n","Magnitude nil or negligible"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","OMN","Oman","2013","2013",2,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","OMN","Oman","2014","2014",10,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","OMN","Oman","2015","2015",7,,
"26415","Graduates from tertiary education, female (number)","AND","Andorra","2002","2002",20,,
"26415","Graduates from tertiary education, female (number)","AND","Andorra","2003","2003",18,,
"26415","Graduates from tertiary education, female (number)","AND","Andorra","2004","2004",22,,
"26415","Graduates from tertiary education, female (number)","AND","Andorra","2005","2005",30,,
"26415","Graduates from tertiary education, female (number)","AND","Andorra","2006","2006",13,,
"26415","Graduates from tertiary education, female (number)","AND","Andorra","2008","2008",20,,
"26415","Graduates from tertiary education, female (number)","AND","Andorra","2012","2012",63,,
"26415","Graduates from tertiary education, female (number)","AND","Andorra","2013","2013",65,,
"26415","Graduates from tertiary education, female (number)","AND","Andorra","2014","2014",46,,
"26415","Graduates from tertiary education, female (number)","AND","Andorra","2015","2015",28,,
"26415","Graduates from tertiary education, female (number)","NAM","Namibia","2001","2001",1495,,
"26415","Graduates from tertiary education, female (number)","NAM","Namibia","2003","2003",1112,,
"26415","Graduates from tertiary education, female (number)","NAM","Namibia","2005","2005",1380,,
"26415","Graduates from tertiary education, female (number)","NAM","Namibia","2006","2006",1625,,
"26415","Graduates from tertiary education, female (number)","NAM","Namibia","2008","2008",3224,,
"26415","Graduates from tertiary education, female (number)","NAM","Namibia","2012","2012",3420,,
"26415","Graduates from tertiary education, female (number)","NAM","Namibia","2013","2013",3998,,
"26415","Graduates from tertiary education, female (number)","NAM","Namibia","2014","2014",3108,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DNK","Denmark","2001","2001",795,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DNK","Denmark","2002","2002",732,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DNK","Denmark","2003","2003",859,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DNK","Denmark","2004","2004",788,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DNK","Denmark","2005","2005",955,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DNK","Denmark","2006","2006",910,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DNK","Denmark","2007","2007",973,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DNK","Denmark","2008","2008",1102,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DNK","Denmark","2009","2009",1188,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DNK","Denmark","2010","2010",1388,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DNK","Denmark","2011","2011",1503,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DNK","Denmark","2012","2012",1552,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DNK","Denmark","2013","2013",1888,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DNK","Denmark","2014","2014",2126,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DNK","Denmark","2015","2015",2176,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","TTO","Trinidad and Tobago","2001","2001",15,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","TTO","Trinidad and Tobago","2002","2002",27,,
"26415","Graduates from tertiary education, female (number)","CAF","Central African Republic","2012","2012",81,,
"26375","Graduates from tertiary education, both sexes (number)","SWZ","Swaziland","1999","1999",1041,,
"26375","Graduates from tertiary education, both sexes (number)","SWZ","Swaziland","2000","2000",999,,
"26375","Graduates from tertiary education, both sexes (number)","SWZ","Swaziland","2001","2001",1078,,
"26375","Graduates from tertiary education, both sexes (number)","SWZ","Swaziland","2002","2002",1077,,
"26375","Graduates from tertiary education, both sexes (number)","SWZ","Swaziland","2004","2004",1026,,
"26375","Graduates from tertiary education, both sexes (number)","SWZ","Swaziland","2005","2005",1035,,
"26375","Graduates from tertiary education, both sexes (number)","SWZ","Swaziland","2006","2006",1843,,
"26375","Graduates from tertiary education, both sexes (number)","SWZ","Swaziland","2011","2011",2211,,
"26375","Graduates from tertiary education, both sexes (number)","SWZ","Swaziland","2013","2013",2525,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","1999","1999",69,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2000","2000",66,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2001","2001",77,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2002","2002",112,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2003","2003",132,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2004","2004",130,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2005","2005",58,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2006","2006",82,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2007","2007",79,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2008","2008",76,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2009","2009",74,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2010","2010",92,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2011","2011",131,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2012","2012",96,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2013","2013",139,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2014","2014",113,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","EST","Estonia","2015","2015",107,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MYS","Malaysia","1999","1999",44,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MYS","Malaysia","2002","2002",182,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MYS","Malaysia","2003","2003",377,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MYS","Malaysia","2004","2004",361,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MYS","Malaysia","2005","2005",228,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MYS","Malaysia","2006","2006",256,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MYS","Malaysia","2007","2007",274,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MYS","Malaysia","2008","2008",346,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MYS","Malaysia","2009","2009",255,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MYS","Malaysia","2010","2010",462,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MYS","Malaysia","2011","2011",1469,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MYS","Malaysia","2012","2012",1030,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MYS","Malaysia","2014","2014",1220,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MYS","Malaysia","2015","2015",1557,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PRT","Portugal","2000","2000",1586,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PRT","Portugal","2002","2002",2991,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PRT","Portugal","2003","2003",3723,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PRT","Portugal","2004","2004",3963,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PRT","Portugal","2005","2005",4150,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PRT","Portugal","2006","2006",5342,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PRT","Portugal","2007","2007",6038,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PRT","Portugal","2008","2008",4863,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PRT","Portugal","2009","2009",4376,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PRT","Portugal","2010","2010",2927,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PRT","Portugal","2011","2011",2314,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PRT","Portugal","2012","2012",2909,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PRT","Portugal","2013","2013",4155,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PRT","Portugal","2014","2014",4008,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PRT","Portugal","2015","2015",2351,,
"26415","Graduates from tertiary education, female (number)","SWE","Sweden","1999","1999",22667,,
"26415","Graduates from tertiary education, female (number)","SWE","Sweden","2000","2000",24739,,
"26415","Graduates from tertiary education, female (number)","SWE","Sweden","2001","2001",25023,,
"26415","Graduates from tertiary education, female (number)","SWE","Sweden","2002","2002",27315,,
"26415","Graduates from tertiary education, female (number)","SWE","Sweden","2003","2003",30200,,
"26415","Graduates from tertiary education, female (number)","SWE","Sweden","2004","2004",36484,,
"26415","Graduates from tertiary education, female (number)","SWE","Sweden","2005","2005",36487,,
"26415","Graduates from tertiary education, female (number)","SWE","Sweden","2006","2006",39888,,
"26415","Graduates from tertiary education, female (number)","SWE","Sweden","2007","2007",38362,,
"26415","Graduates from tertiary education, female (number)","SWE","Sweden","2008","2008",38403,,
"26415","Graduates from tertiary education, female (number)","SWE","Sweden","2009","2009",37587,,
"26415","Graduates from tertiary education, female (number)","SWE","Sweden","2010","2010",38663,,
"26415","Graduates from tertiary education, female (number)","SWE","Sweden","2011","2011",43596,,
"26415","Graduates from tertiary education, female (number)","SWE","Sweden","2012","2012",42577,,
"26415","Graduates from tertiary education, female (number)","SWE","Sweden","2013","2013",44899,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRB","Barbados","1999","1999",128,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRB","Barbados","2007","2007",7,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRB","Barbados","2009","2009",33,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRB","Barbados","2010","2010",17,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","BRB","Barbados","2011","2011",9,,
"26375","Graduates from tertiary education, both sexes (number)","ARE","United Arab Emirates","2007","2007",13060,,
"26375","Graduates from tertiary education, both sexes (number)","ARE","United Arab Emirates","2008","2008",14318,,
"26375","Graduates from tertiary education, both sexes (number)","ARE","United Arab Emirates","2009","2009",16746,,
"26375","Graduates from tertiary education, both sexes (number)","ARE","United Arab Emirates","2010","2010",17829,,
"26375","Graduates from tertiary education, both sexes (number)","ARE","United Arab Emirates","2011","2011",19366,,
"26375","Graduates from tertiary education, both sexes (number)","ARE","United Arab Emirates","2012","2012",22750,,
"26375","Graduates from tertiary education, both sexes (number)","ARE","United Arab Emirates","2013","2013",25682,,
"26375","Graduates from tertiary education, both sexes (number)","ARE","United Arab Emirates","2014","2014",28553,,
"26375","Graduates from tertiary education, both sexes (number)","ARE","United Arab Emirates","2015","2015",27893,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","1999","1999",52148,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2000","2000",55837,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2001","2001",62608,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2002","2002",74506,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2003","2003",73607,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2004","2004",81689,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2005","2005",82659,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2006","2006",94837,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2007","2007",103789,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2008","2008",112132,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2009","2009",123051,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2010","2010",115790,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2011","2011",120780,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2012","2012",137119,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2013","2013",141196,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2014","2014",148841,,
"26375","Graduates from tertiary education, both sexes (number)","SAU","Saudi Arabia","2015","2015",185122,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KAZ","Kazakhstan","2000","2000",9779,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KAZ","Kazakhstan","2006","2006",11929,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KAZ","Kazakhstan","2012","2012",25188,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KAZ","Kazakhstan","2013","2013",26398,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KAZ","Kazakhstan","2014","2014",23684,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KAZ","Kazakhstan","2015","2015",19347,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","KAZ","Kazakhstan","2016","2016",21223,,
"26375","Graduates from tertiary education, both sexes (number)","LSO","Lesotho","1999","1999",1190,,
"26375","Graduates from tertiary education, both sexes (number)","LSO","Lesotho","2000","2000",822,,
"26375","Graduates from tertiary education, both sexes (number)","LSO","Lesotho","2001","2001",1095,,
"26375","Graduates from tertiary education, both sexes (number)","LSO","Lesotho","2002","2002",837,,
"26375","Graduates from tertiary education, both sexes (number)","LSO","Lesotho","2003","2003",1319,,
"26375","Graduates from tertiary education, both sexes (number)","LSO","Lesotho","2012","2012",6461,,
"26375","Graduates from tertiary education, both sexes (number)","LSO","Lesotho","2013","2013",4747,,
"26375","Graduates from tertiary education, both sexes (number)","LSO","Lesotho","2014","2014",5363,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TKL","Tokelau","1999","1999",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TKL","Tokelau","2000","2000",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TKL","Tokelau","2001","2001",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TKL","Tokelau","2002","2002",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TKL","Tokelau","2003","2003",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TKL","Tokelau","2004","2004",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TKL","Tokelau","2007","2007",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TKL","Tokelau","2008","2008",,"a","Category not applicable"
"26415","Graduates from tertiary education, female (number)","BLZ","Belize","2011","2011",935,,
"26415","Graduates from tertiary education, female (number)","BLZ","Belize","2012","2012",1116,,
"26415","Graduates from tertiary education, female (number)","BLZ","Belize","2015","2015",1092,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CAN","Canada","1999","1999",1551,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CAN","Canada","2002","2002",1585,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CAN","Canada","2004","2004",1692,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CAN","Canada","2005","2005",1848,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CAN","Canada","2006","2006",2033,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CAN","Canada","2007","2007",2151,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CAN","Canada","2008","2008",2415,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CAN","Canada","2009","2009",2395,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CAN","Canada","2010","2010",2506,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CAN","Canada","2011","2011",2626,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CAN","Canada","2012","2012",2925,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","CAN","Canada","2013","2013",3186,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TUN","Tunisia","2000","2000",7745,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TUN","Tunisia","2003","2003",13706,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TUN","Tunisia","2004","2004",17989,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TUN","Tunisia","2006","2006",30196,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TUN","Tunisia","2011","2011",9924,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TUN","Tunisia","2013","2013",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TUN","Tunisia","2014","2014",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TUN","Tunisia","2015","2015",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","FIN","Finland","1999","1999",10293,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","FIN","Finland","2000","2000",5455,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","FIN","Finland","2001","2001",2645,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","FIN","Finland","2002","2002",1137,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","FIN","Finland","2003","2003",619,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","FIN","Finland","2004","2004",151,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","FIN","Finland","2006","2006",56,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","FIN","Finland","2007","2007",89,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","FIN","Finland","2009","2009",70,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","FIN","Finland","2010","2010",87,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","FIN","Finland","2011","2011",61,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","FIN","Finland","2012","2012",25,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","FIN","Finland","2013","2013",21,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","FIN","Finland","2014","2014",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","FIN","Finland","2015","2015",,"a","Category not applicable"
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","1999","1999",5313,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2000","2000",7584,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2001","2001",8003,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2002","2002",8139,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2003","2003",9589,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2004","2004",8198,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2005","2005",8672,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2006","2006",9837,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2007","2007",9001,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2008","2008",8470,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2009","2009",10206,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2010","2010",10741,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2011","2011",11635,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2012","2012",11720,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2013","2013",10192,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2014","2014",10217,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","NZL","New Zealand","2015","2015",9544,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","PLW","Palau","2013","2013",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","1999","1999",38530,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2000","2000",40735,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2001","2001",43803,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2002","2002",45559,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2003","2003",46343,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2004","2004",47173,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2005","2005",48781,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2006","2006",49277,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2007","2007",44265,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2008","2008",43052,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2009","2009",43951,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2010","2010",42464,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2011","2011",45339,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2012","2012",46154,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2013","2013",48659,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2014","2014",47679,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BLR","Belarus","2015","2015",41415,,
"26375","Graduates from tertiary education, both sexes (number)","TUR","Turkey","1999","1999",179268,,
"26375","Graduates from tertiary education, both sexes (number)","TUR","Turkey","2000","2000",190080,,
"26375","Graduates from tertiary education, both sexes (number)","TUR","Turkey","2001","2001",241464,,
"26375","Graduates from tertiary education, both sexes (number)","TUR","Turkey","2002","2002",286540,,
"26375","Graduates from tertiary education, both sexes (number)","TUR","Turkey","2003","2003",311235,,
"26375","Graduates from tertiary education, both sexes (number)","TUR","Turkey","2004","2004",258858,,
"26375","Graduates from tertiary education, both sexes (number)","TUR","Turkey","2005","2005",271841,,
"26375","Graduates from tertiary education, both sexes (number)","TUR","Turkey","2006","2006",373375,,
"26375","Graduates from tertiary education, both sexes (number)","TUR","Turkey","2007","2007",416329,,
"26375","Graduates from tertiary education, both sexes (number)","TUR","Turkey","2008","2008",444758,,
"26375","Graduates from tertiary education, both sexes (number)","TUR","Turkey","2009","2009",488803,,
"26375","Graduates from tertiary education, both sexes (number)","TUR","Turkey","2010","2010",573159,,
"26375","Graduates from tertiary education, both sexes (number)","TUR","Turkey","2011","2011",534055,,
"26375","Graduates from tertiary education, both sexes (number)","TUR","Turkey","2012","2012",607981,,
"26375","Graduates from tertiary education, both sexes (number)","TUR","Turkey","2014","2014",733237,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","BHR","Bahrain","2003","2003",,"n","Magnitude nil or negligible"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","BHR","Bahrain","2005","2005",,"n","Magnitude nil or negligible"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","BHR","Bahrain","2006","2006",,"n","Magnitude nil or negligible"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","BHR","Bahrain","2014","2014",4,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","BHR","Bahrain","2015","2015",9,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","RWA","Rwanda","2004","2004",1531,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","RWA","Rwanda","2010","2010",2095,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","RWA","Rwanda","2014","2014",1957,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","RWA","Rwanda","2015","2015",2011,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","RWA","Rwanda","2016","2016",2115,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","ASM","American Samoa","2007","2007",68,,
"26375","Graduates from tertiary education, both sexes (number)","CUW","Curaçao","2013","2013",201,,
"26375","Graduates from tertiary education, both sexes (number)","LIE","Liechtenstein","2003","2003",61,,
"26375","Graduates from tertiary education, both sexes (number)","LIE","Liechtenstein","2004","2004",73,,
